ticket_id,created_at,resolved_at,priority,category,channel,agent_id,region,status,resolution_hours,sla_target_hours,sla_breached,csat_score,num_replies,first_response_hours
TKT00582,2024-10-31 23:57:26,2024-11-02 04:57:26,Medium,Shipping,Social Media,AGT009,East,Escalated,29.0,24,True,3,12,21.77
TKT00583,2024-01-25 23:26:03,2024-01-26 06:45:51,High,Technical,Social Media,AGT007,North,Resolved,7.33,8,False,5,3,1.84
TKT00584,2024-01-11 07:34:52,2024-01-11 16:42:40,High,Shipping,Chat,AGT003,North,Resolved,9.13,8,True,2,7,5.91
TKT00585,2024-03-08 13:04:20,2024-03-08 17:27:44,High,Product Info,Social Media,AGT020,West,Closed,4.39,8,False,4,8,1.25
TKT00586,2024-07-07 22:21:00,2024-07-08 16:08:24,Medium,Billing,Phone,AGT014,West,Resolved,17.79,24,False,2,11,12.24
TKT00587,2024-11-18 23:33:53,2024-11-20 12:05:41,Low,Shipping,Social Media,AGT017,East,Resolved,36.53,72,False,4,3,25.03
TKT00588,2024-08-06 10:45:29,2024-08-09 05:49:05,Low,Technical,Email,AGT017,Central,Resolved,67.06,72,False,5,2,31.21
TKT00589,2024-05-10 21:19:11,2024-05-11 17:19:11,Medium,Account,Social Media,AGT012,South,Closed,20.0,24,False,2,7,1.0
TKT00590,2024-06-09 21:22:46,2024-06-12 03:08:22,Medium,Product Info,Phone,AGT010,East,Escalated,53.76,24,True,2,3,5.14
TKT00591,2024-12-10 03:52:16,2024-12-11 14:19:16,Low,Returns,Email,AGT009,South,Resolved,34.45,72,False,4,8,23.86
TKT00592,2024-09-06 11:01:28,2024-09-06 15:53:40,High,Product Info,Social Media,AGT020,East,Resolved,4.87,8,False,4,3,0.17
TKT00593,2024-01-14 07:37:04,2024-01-15 09:02:52,Low,Billing,Chat,AGT007,North,Resolved,25.43,72,False,3,8,3.85
TKT00594,2024-03-19 16:12:41,2024-03-21 14:59:29,Medium,Billing,Chat,AGT006,South,Resolved,46.78,24,True,4,7,1.32
TKT00595,2024-07-31 18:02:52,2024-08-04 19:01:04,Low,Product Info,Phone,AGT014,North,Resolved,96.97,72,True,3,8,37.01
TKT00596,2024-04-28 02:12:36,2024-04-28 10:22:48,Medium,Product Info,Email,AGT016,East,Closed,8.17,24,False,3,7,7.28
TKT00597,2024-08-17 15:52:57,2024-08-20 11:11:33,Low,Returns,Phone,AGT012,West,Resolved,67.31,72,False,3,4,39.6
TKT00598,2024-03-08 10:40:55,2024-03-10 10:27:43,Medium,Returns,Phone,AGT015,West,Closed,47.78,24,True,2,3,14.96
TKT00599,2024-12-07 17:34:53,2024-12-08 21:25:17,Low,Product Info,Email,AGT003,West,Escalated,27.84,72,False,4,8,8.52
TKT00600,2024-07-02 09:29:44,2024-07-03 20:18:20,Low,Billing,Email,AGT001,North,Resolved,34.81,72,False,5,2,21.54
TKT00601,2024-05-12 12:23:26,2024-05-22 05:36:02,Low,Technical,Phone,AGT016,South,Closed,233.21,72,True,3,9,43.55
TKT00602,2024-08-22 04:02:19,2024-08-30 00:04:43,Low,Billing,Email,AGT015,Central,Resolved,188.04,72,True,3,2,12.11
TKT00603,2024-03-21 10:38:09,2024-04-07 06:50:45,Low,Technical,Email,AGT012,South,Resolved,404.21,72,True,2,6,59.0
TKT00604,2024-07-31 00:14:23,2024-08-03 03:39:35,Low,Technical,Chat,AGT015,North,Resolved,75.42,72,True,2,12,54.37
TKT00605,2024-03-18 19:17:02,2024-03-19 05:46:26,Medium,Product Info,Social Media,AGT008,West,Closed,10.49,24,False,5,9,8.36
TKT00606,2024-03-15 00:21:43,2024-03-17 02:29:31,Medium,Billing,Phone,AGT015,East,Resolved,50.13,24,True,1,3,10.47
TKT00607,2024-10-21 02:06:17,2024-10-24 00:26:41,Medium,Billing,Phone,AGT005,West,Resolved,70.34,24,True,3,11,16.85
TKT00608,2024-06-25 00:17:15,2024-06-25 11:32:51,High,Product Info,Chat,AGT011,West,Resolved,11.26,8,True,3,4,7.11
TKT00609,2024-12-23 12:34:12,2024-12-26 08:28:12,Medium,Returns,Chat,AGT015,East,Resolved,67.9,24,True,2,9,8.09
TKT00610,2024-09-23 19:41:22,2024-09-24 00:40:46,Medium,Product Info,Phone,AGT005,South,Resolved,4.99,24,False,4,9,3.0
TKT00611,2024-09-15 04:01:15,2024-09-21 11:42:39,Low,Account,Phone,AGT014,North,Resolved,151.69,72,True,2,11,67.78
TKT00612,2024-08-20 12:20:30,2024-08-23 22:04:18,Medium,Returns,Chat,AGT001,East,Resolved,81.73,24,True,5,11,18.86
TKT00613,2024-12-31 13:45:01,2024-12-31 20:08:25,Medium,Product Info,Chat,AGT005,East,Resolved,6.39,24,False,3,3,4.58
TKT00614,2024-02-01 15:28:10,2024-02-02 15:53:22,High,Billing,Phone,AGT003,Central,Resolved,24.42,8,True,2,9,4.2
TKT00615,2024-09-12 23:10:22,2024-09-13 12:24:46,Medium,Account,Social Media,AGT019,West,Closed,13.24,24,False,5,3,6.75
TKT00616,2024-12-26 18:41:04,2024-12-27 22:33:52,Medium,Shipping,Social Media,AGT005,North,Closed,27.88,24,True,1,9,8.93
TKT00617,2024-02-26 04:24:02,2024-02-26 05:30:02,Critical,Returns,Email,AGT014,East,Resolved,1.1,2,False,4,6,0.4
TKT00618,2024-10-28 15:21:20,2024-10-29 17:31:32,Medium,Technical,Chat,AGT005,South,Closed,26.17,24,True,4,8,0.15
TKT00619,2024-08-01 17:31:08,2024-08-02 21:36:32,Medium,Billing,Social Media,AGT002,West,Closed,28.09,24,True,4,10,3.27
TKT00620,2024-08-18 16:21:01,2024-08-20 01:17:25,Low,Product Info,Social Media,AGT015,West,Resolved,32.94,72,False,2,7,11.23
TKT00621,2024-05-22 23:31:01,2024-05-23 16:53:13,Low,Product Info,Phone,AGT015,Central,Resolved,17.37,72,False,1,11,9.76
TKT00622,2024-10-22 01:55:30,2024-10-31 02:36:54,Low,Returns,Email,AGT018,North,Resolved,216.69,72,True,3,9,13.02
TKT00623,2024-12-27 21:06:03,2025-01-02 01:08:27,Low,Technical,Social Media,AGT008,Central,Resolved,124.04,72,True,3,1,24.54
TKT00624,2024-06-11 13:54:30,2024-06-12 20:26:18,Low,Billing,Chat,AGT017,East,Resolved,30.53,72,False,2,5,23.48
TKT00625,2024-01-31 22:22:20,2024-02-04 18:04:20,Low,Shipping,Phone,AGT006,West,Resolved,91.7,72,True,3,3,29.78
TKT00626,2024-01-27 07:22:29,2024-01-29 23:36:53,Low,Shipping,Social Media,AGT004,North,Resolved,64.24,72,False,3,6,29.91
TKT00627,2024-07-27 23:03:59,2024-07-28 22:11:11,Medium,Shipping,Email,AGT001,South,Closed,23.12,24,False,3,11,18.18
TKT00628,2024-02-12 23:08:55,2024-02-15 05:18:31,Low,Shipping,Chat,AGT015,South,Resolved,54.16,72,False,2,7,52.07
TKT00629,2024-08-25 22:36:00,2024-08-27 01:25:48,Medium,Billing,Social Media,AGT001,East,Resolved,26.83,24,True,1,11,9.19
TKT00630,2024-10-26 18:34:49,2024-10-26 23:39:37,Medium,Product Info,Email,AGT007,East,Resolved,5.08,24,False,4,12,0.71
TKT00631,2024-08-09 07:40:36,2024-08-13 13:37:36,Low,Returns,Phone,AGT009,East,Escalated,101.95,72,True,2,12,32.65
TKT00632,2024-04-17 16:44:26,2024-04-20 23:13:14,Low,Account,Chat,AGT011,North,Resolved,78.48,72,True,4,1,64.91
TKT00633,2024-12-22 17:48:11,2024-12-25 07:51:47,Medium,Shipping,Email,AGT018,Central,Resolved,62.06,24,True,3,11,10.74
TKT00634,2024-07-02 14:04:52,2024-07-05 01:07:52,Low,Shipping,Email,AGT020,North,Resolved,59.05,72,False,4,4,26.31
TKT00635,2024-12-14 13:01:40,2024-12-18 01:46:04,Low,Billing,Chat,AGT009,South,Escalated,84.74,72,True,3,6,2.75
TKT00636,2024-04-17 00:15:35,2024-04-17 13:19:47,Medium,Product Info,Phone,AGT020,Central,Resolved,13.07,24,False,4,3,7.26
TKT00637,2024-10-16 06:23:26,2024-10-16 17:33:02,Medium,Returns,Phone,AGT020,Central,Closed,11.16,24,False,2,9,8.16
TKT00638,2024-12-20 19:24:13,2024-12-22 08:48:49,Low,Product Info,Email,AGT001,West,Resolved,37.41,72,False,5,11,2.04
TKT00639,2024-05-20 04:25:53,2024-05-20 05:34:53,Critical,Shipping,Email,AGT014,South,Resolved,1.15,2,False,4,7,0.66
TKT00640,2024-06-20 02:58:42,2024-06-26 14:10:06,Low,Shipping,Chat,AGT007,West,Escalated,155.19,72,True,5,4,14.26
TKT00641,2024-01-15 17:28:30,2024-01-17 01:37:30,Low,Billing,Phone,AGT004,East,Resolved,32.15,72,False,5,8,7.74
TKT00642,2024-09-23 08:37:10,2024-09-29 23:15:34,Low,Billing,Email,AGT011,West,Resolved,158.64,72,True,3,2,70.17
TKT00643,2024-12-21 02:22:03,2024-12-21 09:44:51,High,Shipping,Email,AGT011,East,Resolved,7.38,8,False,5,7,0.58
TKT00644,2024-05-30 13:53:18,2024-05-31 21:50:54,Medium,Returns,Email,AGT002,West,Resolved,31.96,24,True,2,7,21.13
TKT00645,2024-08-20 18:49:52,2024-08-21 04:00:40,Medium,Account,Email,AGT001,Central,Closed,9.18,24,False,2,4,8.31
TKT00646,2024-06-30 15:19:42,2024-07-03 21:05:18,Low,Returns,Chat,AGT009,North,Resolved,77.76,72,True,1,5,42.13
TKT00647,2024-06-08 21:15:02,2024-06-11 12:46:50,Medium,Product Info,Phone,AGT012,Central,Resolved,63.53,24,True,1,6,23.29
TKT00648,2024-01-30 08:38:34,2024-01-30 20:19:22,Medium,Product Info,Social Media,AGT005,East,Resolved,11.68,24,False,5,4,7.52
TKT00649,2024-04-06 17:19:14,2024-04-09 03:24:02,Low,Billing,Phone,AGT011,Central,Resolved,58.08,72,False,4,6,35.82
TKT00650,2024-08-20 01:32:10,2024-08-21 15:38:46,Medium,Technical,Chat,AGT004,West,Resolved,38.11,24,True,3,4,11.59
TKT00651,2024-04-15 14:34:29,2024-04-15 23:51:17,High,Account,Email,AGT013,East,Resolved,9.28,8,True,2,2,1.22
TKT00652,2024-07-03 01:35:54,2024-07-04 02:51:30,Medium,Product Info,Chat,AGT019,East,Closed,25.26,24,True,2,6,20.36
TKT00653,2024-03-31 09:31:53,2024-04-05 07:18:41,Low,Technical,Social Media,AGT001,North,Resolved,117.78,72,True,3,4,22.03
TKT00654,2024-09-26 22:41:24,2024-10-03 02:21:36,Low,Account,Chat,AGT006,South,Closed,147.67,72,True,1,4,38.39
TKT00655,2024-08-07 23:09:40,2024-08-08 05:48:40,Medium,Account,Chat,AGT020,Central,Resolved,6.65,24,False,4,3,2.25
TKT00656,2024-09-17 21:15:56,2024-09-21 03:11:44,Low,Account,Social Media,AGT005,Central,Resolved,77.93,72,True,1,9,28.01
TKT00657,2024-09-12 18:53:32,2024-09-13 02:42:44,High,Returns,Social Media,AGT012,West,Resolved,7.82,8,False,4,10,3.2
TKT00658,2024-04-16 07:59:33,2024-04-17 13:19:57,High,Returns,Chat,AGT002,East,Resolved,29.34,8,True,1,7,4.61
TKT00659,2024-10-08 03:05:09,2024-10-08 03:50:09,Critical,Account,Phone,AGT009,South,Resolved,0.75,2,False,4,8,0.43
TKT00660,2024-08-09 14:53:22,2024-08-11 08:37:46,Low,Shipping,Email,AGT015,South,Resolved,41.74,72,False,3,5,26.97
TKT00661,2024-09-13 18:40:12,2024-09-14 07:28:12,Medium,Billing,Chat,AGT010,North,Resolved,12.8,24,False,3,6,0.59
TKT00662,2024-05-08 11:01:17,2024-05-16 16:13:17,Low,Technical,Chat,AGT011,Central,Escalated,197.2,72,True,4,12,53.29
TKT00663,2024-05-24 12:37:13,2024-05-25 10:57:37,High,Billing,Email,AGT010,West,Resolved,22.34,8,True,2,3,6.94
TKT00664,2024-08-30 08:30:34,2024-08-31 15:01:10,Low,Product Info,Social Media,AGT007,East,Closed,30.51,72,False,5,6,25.82
TKT00665,2024-04-17 15:58:18,2024-04-18 01:39:42,Medium,Product Info,Chat,AGT014,East,Escalated,9.69,24,False,4,1,4.89
TKT00666,2024-04-25 15:15:38,2024-04-26 03:28:14,Medium,Account,Phone,AGT011,East,Resolved,12.21,24,False,5,10,9.61
TKT00667,2024-10-17 22:55:54,2024-10-18 23:16:54,High,Technical,Social Media,AGT011,West,Resolved,24.35,8,True,3,7,0.6
TKT00668,2024-06-17 20:44:07,2024-06-20 20:11:43,Medium,Shipping,Chat,AGT004,North,Resolved,71.46,24,True,2,3,0.87
TKT00669,2024-04-05 07:14:43,2024-04-06 07:41:07,Medium,Shipping,Chat,AGT001,East,Resolved,24.44,24,True,2,2,10.97
TKT00670,2024-06-16 14:57:32,2024-06-17 13:22:08,Medium,Billing,Social Media,AGT006,West,Closed,22.41,24,False,2,7,21.41
TKT00671,2024-06-07 15:44:09,2024-06-08 12:45:21,High,Technical,Phone,AGT007,Central,Resolved,21.02,8,True,1,12,5.51
TKT00672,2024-08-16 02:19:44,2024-08-22 17:12:32,Low,Billing,Phone,AGT005,Central,Closed,158.88,72,True,1,8,33.37
TKT00673,2024-11-26 16:36:49,2024-11-30 13:22:25,Low,Billing,Social Media,AGT010,Central,Closed,92.76,72,True,3,3,29.94
TKT00674,2024-08-22 14:00:18,2024-08-27 08:37:30,Low,Returns,Social Media,AGT014,North,Resolved,114.62,72,True,3,3,19.78
TKT00675,2024-12-23 07:54:36,2024-12-25 11:20:24,Medium,Account,Email,AGT003,East,Resolved,51.43,24,True,3,2,12.16
TKT00676,2024-03-25 09:12:10,2024-03-25 11:39:10,High,Shipping,Social Media,AGT015,West,Resolved,2.45,8,False,1,7,2.11
TKT00677,2024-02-28 04:58:08,2024-02-29 07:43:08,Medium,Billing,Email,AGT009,North,Resolved,26.75,24,True,2,4,17.15
TKT00678,2024-03-23 06:12:39,2024-03-26 03:50:27,Medium,Shipping,Email,AGT009,Central,Closed,69.63,24,True,1,3,1.95
TKT00679,2024-03-19 16:02:37,2024-03-19 18:57:49,High,Product Info,Chat,AGT009,West,Resolved,2.92,8,False,1,11,2.39
TKT00680,2024-07-18 11:13:32,2024-07-19 00:51:56,Medium,Product Info,Social Media,AGT004,South,Escalated,13.64,24,False,1,6,12.4
TKT00681,2024-01-15 00:31:48,2024-01-16 08:27:36,Low,Billing,Chat,AGT014,North,Closed,31.93,72,False,4,11,5.44
TKT00682,2024-02-25 11:54:39,2024-02-27 16:46:15,Low,Shipping,Social Media,AGT017,West,Resolved,52.86,72,False,4,4,5.69
TKT00683,2024-11-30 11:30:50,2024-12-02 15:14:38,Low,Billing,Phone,AGT013,Central,Resolved,51.73,72,False,3,2,45.82
TKT00684,2024-02-22 19:31:18,2024-02-25 22:46:18,Medium,Returns,Phone,AGT016,North,Resolved,75.25,24,True,3,11,16.74
TKT00685,2024-06-19 06:23:00,2024-06-19 18:30:12,Medium,Product Info,Social Media,AGT005,North,Resolved,12.12,24,False,3,10,11.06
TKT00686,2024-09-14 21:23:20,2024-09-16 20:08:56,Medium,Returns,Email,AGT008,East,Resolved,46.76,24,True,1,7,18.2
TKT00687,2024-07-10 18:09:29,2024-07-11 03:37:41,Medium,Billing,Email,AGT005,South,Escalated,9.47,24,False,3,10,9.36
TKT00688,2024-05-22 11:33:40,2024-05-23 01:42:40,Medium,Account,Social Media,AGT005,East,Closed,14.15,24,False,4,4,12.0
TKT00689,2024-10-03 01:58:07,2024-10-10 23:09:31,Low,Technical,Chat,AGT007,Central,Closed,189.19,72,True,1,9,23.23
TKT00690,2024-09-08 02:32:53,2024-09-09 21:11:17,Medium,Billing,Chat,AGT003,South,Resolved,42.64,24,True,5,10,13.22
TKT00691,2024-09-16 02:50:45,2024-09-16 12:56:09,High,Technical,Chat,AGT008,South,Resolved,10.09,8,True,1,10,2.07
TKT00692,2024-05-19 17:31:08,2024-05-22 00:37:44,Low,Shipping,Chat,AGT007,West,Resolved,55.11,72,False,4,9,33.62
TKT00693,2024-01-11 13:53:13,2024-01-12 00:40:37,Medium,Technical,Phone,AGT016,Central,Resolved,10.79,24,False,5,9,7.87
TKT00694,2024-08-20 10:18:42,2024-08-23 07:54:42,Low,Shipping,Chat,AGT010,West,Resolved,69.6,72,False,2,4,0.39
TKT00695,2024-09-08 14:43:45,2024-09-09 14:33:33,High,Product Info,Phone,AGT012,West,Resolved,23.83,8,True,5,11,7.9
TKT00696,2024-07-16 20:35:35,2024-07-20 05:39:47,Low,Billing,Phone,AGT004,Central,Closed,81.07,72,True,5,11,49.6
TKT00697,2024-08-05 08:59:07,2024-08-05 16:23:07,Medium,Product Info,Email,AGT013,South,Resolved,7.4,24,False,5,8,6.99
TKT00698,2024-10-23 05:52:38,2024-10-26 14:35:50,Low,Technical,Social Media,AGT020,West,Closed,80.72,72,True,3,2,37.38
TKT00699,2024-08-06 09:12:24,2024-08-08 02:03:24,Low,Shipping,Social Media,AGT006,Central,Resolved,40.85,72,False,4,7,30.76
TKT00700,2024-11-21 20:50:53,2024-11-22 16:19:41,High,Billing,Chat,AGT004,West,Resolved,19.48,8,True,1,1,7.9
TKT00701,2024-02-05 15:12:47,2024-02-05 23:25:23,High,Billing,Chat,AGT004,South,Resolved,8.21,8,True,3,12,1.16
TKT00702,2024-08-18 20:38:49,2024-08-21 00:35:13,Medium,Returns,Chat,AGT004,South,Resolved,51.94,24,True,1,7,10.63
TKT00703,2024-02-10 10:40:20,2024-02-10 13:41:32,High,Billing,Email,AGT006,Central,Resolved,3.02,8,False,2,8,2.06
TKT00704,2024-01-04 21:12:22,2024-01-09 16:39:58,Low,Billing,Email,AGT009,West,Resolved,115.46,72,True,1,5,67.12
TKT00705,2024-08-07 12:15:12,2024-08-08 05:57:48,Medium,Account,Chat,AGT020,East,Resolved,17.71,24,False,5,7,10.86
TKT00706,2024-01-02 16:38:09,2024-01-02 20:31:33,Critical,Account,Chat,AGT004,North,Resolved,3.89,2,True,4,9,0.63
TKT00707,2024-08-19 22:30:48,2024-08-21 20:29:36,Medium,Technical,Chat,AGT012,North,Escalated,45.98,24,True,2,6,0.5
TKT00708,2024-12-13 16:10:36,2024-12-14 04:52:00,Medium,Billing,Email,AGT011,East,Resolved,12.69,24,False,5,8,12.52
TKT00709,2024-05-30 22:06:23,2024-05-31 03:15:23,High,Billing,Email,AGT013,South,Resolved,5.15,8,False,4,2,1.62
TKT00710,2024-03-27 16:14:55,2024-03-29 20:44:55,Medium,Returns,Chat,AGT015,South,Resolved,52.5,24,True,2,11,16.83
TKT00711,2024-03-23 11:53:15,2024-03-28 20:04:39,Low,Product Info,Phone,AGT001,West,Escalated,128.19,72,True,1,11,8.95
TKT00712,2024-02-16 12:07:00,2024-02-25 23:20:12,Low,Returns,Email,AGT016,East,Resolved,227.22,72,True,3,12,53.52
TKT00713,2024-08-11 08:29:47,2024-08-11 15:33:23,Medium,Product Info,Email,AGT018,East,Closed,7.06,24,False,2,4,5.28
TKT00714,2024-06-09 13:50:32,2024-06-10 05:55:56,Low,Account,Chat,AGT005,West,Escalated,16.09,72,False,2,6,12.43
TKT00715,2024-12-05 21:54:15,2024-12-06 02:05:03,High,Technical,Social Media,AGT017,East,Resolved,4.18,8,False,1,5,3.52
TKT00716,2024-11-03 10:19:04,2024-11-04 02:16:04,Medium,Shipping,Email,AGT005,Central,Resolved,15.95,24,False,5,9,15.8
TKT00717,2024-09-01 22:58:36,2024-09-06 09:10:36,Low,Product Info,Social Media,AGT019,North,Escalated,106.2,72,True,3,6,11.08
TKT00718,2024-12-24 01:54:49,2024-12-26 13:53:37,Medium,Product Info,Social Media,AGT008,East,Escalated,59.98,24,True,4,11,21.91
TKT00719,2024-07-19 12:17:05,2024-07-21 23:05:05,Low,Billing,Social Media,AGT018,West,Resolved,58.8,72,False,3,12,16.71
TKT00720,2024-07-20 03:32:35,2024-07-21 11:21:11,Medium,Technical,Email,AGT018,East,Resolved,31.81,24,True,3,3,13.89
TKT00721,2024-03-15 07:38:14,2024-03-16 09:55:38,Medium,Shipping,Email,AGT010,East,Closed,26.29,24,True,3,10,2.54
TKT00722,2024-08-06 06:07:29,2024-08-07 02:24:17,High,Technical,Chat,AGT013,North,Resolved,20.28,8,True,5,9,5.24
TKT00723,2024-05-05 01:14:15,2024-05-06 04:40:03,Medium,Technical,Chat,AGT013,West,Closed,27.43,24,True,2,11,15.84
TKT00724,2024-05-20 23:01:21,2024-05-21 03:08:33,High,Product Info,Email,AGT013,North,Resolved,4.12,8,False,2,11,3.75
TKT00725,2024-10-20 17:27:28,2024-10-23 22:13:40,Low,Returns,Chat,AGT019,West,Resolved,76.77,72,True,3,11,50.63
TKT00726,2024-06-15 02:18:42,2024-06-29 14:04:18,Low,Technical,Social Media,AGT004,North,Resolved,347.76,72,True,2,9,56.43
TKT00727,2024-10-26 19:37:25,2024-10-29 18:00:49,Medium,Billing,Chat,AGT017,North,Resolved,70.39,24,True,1,10,16.72
TKT00728,2024-03-03 01:25:30,2024-03-04 02:03:18,Low,Shipping,Phone,AGT011,North,Resolved,24.63,72,False,3,2,12.52
TKT00729,2024-08-04 23:57:46,2024-08-05 12:42:46,Medium,Returns,Phone,AGT006,Central,Resolved,12.75,24,False,5,10,6.3
TKT00730,2024-10-02 18:35:24,2024-10-03 16:37:12,Low,Account,Chat,AGT020,North,Resolved,22.03,72,False,5,5,18.87
TKT00731,2024-10-09 07:51:56,2024-10-11 08:15:56,Low,Technical,Social Media,AGT020,North,Resolved,48.4,72,False,5,5,18.54
TKT00732,2024-02-12 09:15:15,2024-02-12 16:02:03,High,Shipping,Chat,AGT015,North,Resolved,6.78,8,False,2,5,6.75
TKT00733,2024-10-15 23:55:55,2024-10-17 09:31:55,Medium,Technical,Chat,AGT012,East,Escalated,33.6,24,True,1,7,9.16
TKT00734,2024-05-18 04:32:14,2024-05-18 07:24:26,Critical,Technical,Phone,AGT003,North,Resolved,2.87,2,True,2,6,1.58
TKT00735,2024-01-06 03:33:58,2024-01-11 02:08:10,Low,Technical,Email,AGT009,North,Resolved,118.57,72,True,2,12,63.05
TKT00736,2024-09-27 12:42:11,2024-10-01 01:54:11,Medium,Shipping,Email,AGT004,North,Resolved,85.2,24,True,3,7,4.42
TKT00737,2024-10-09 21:38:57,2024-10-10 09:09:33,High,Product Info,Phone,AGT018,North,Resolved,11.51,8,True,3,12,1.33
TKT00738,2024-05-16 01:55:29,2024-05-24 00:05:05,Low,Shipping,Chat,AGT019,Central,Resolved,190.16,72,True,2,8,13.27
TKT00739,2024-05-26 10:02:32,2024-05-26 14:19:56,Critical,Shipping,Chat,AGT017,East,Resolved,4.29,2,True,3,2,1.9
TKT00740,2024-11-20 02:53:36,2024-11-20 15:33:12,Medium,Account,Email,AGT003,North,Closed,12.66,24,False,2,9,11.78
TKT00741,2024-12-12 18:31:14,2024-12-13 05:30:38,High,Billing,Email,AGT014,West,Resolved,10.99,8,True,2,4,7.3
TKT00742,2024-12-25 19:27:15,2024-12-26 17:45:15,Medium,Product Info,Email,AGT014,Central,Resolved,22.3,24,False,5,3,15.07
TKT00743,2024-03-30 02:44:06,2024-03-30 08:20:06,High,Returns,Email,AGT008,West,Resolved,5.6,8,False,4,3,2.15
TKT00744,2024-10-03 04:17:28,2024-10-04 23:24:04,Low,Product Info,Email,AGT008,Central,Resolved,43.11,72,False,3,5,40.06
TKT00745,2024-08-25 22:29:29,2024-08-26 02:54:05,Critical,Returns,Social Media,AGT002,East,Resolved,4.41,2,True,1,2,0.11
TKT00746,2024-06-30 00:19:21,2024-06-30 10:28:57,High,Technical,Chat,AGT013,West,Resolved,10.16,8,True,1,8,0.15
TKT00747,2024-08-28 14:23:40,2024-08-28 19:46:28,High,Account,Phone,AGT008,North,Escalated,5.38,8,False,5,11,4.53
TKT00748,2024-01-03 13:04:45,2024-01-09 06:13:09,Low,Account,Phone,AGT014,North,Resolved,137.14,72,True,1,7,53.59
TKT00749,2024-09-02 09:40:38,2024-09-02 15:12:26,High,Technical,Chat,AGT007,East,Closed,5.53,8,False,4,7,2.83
TKT00750,2024-02-26 03:55:39,2024-02-26 13:20:15,High,Shipping,Email,AGT005,South,Resolved,9.41,8,True,2,6,3.49
TKT00751,2024-09-02 10:32:20,2024-09-02 19:23:56,Medium,Billing,Chat,AGT014,Central,Resolved,8.86,24,False,4,5,6.82
TKT00752,2024-12-07 15:37:30,2024-12-07 21:32:42,High,Product Info,Chat,AGT008,South,Escalated,5.92,8,False,5,10,3.76
TKT00753,2024-07-24 01:23:48,2024-07-25 07:40:36,Low,Billing,Email,AGT005,Central,Resolved,30.28,72,False,2,1,11.58
TKT00754,2024-04-23 12:14:23,2024-04-23 20:11:23,Medium,Product Info,Email,AGT008,East,Resolved,7.95,24,False,4,6,2.3
TKT00755,2024-06-12 01:43:53,2024-06-12 12:46:17,Medium,Shipping,Phone,AGT008,South,Resolved,11.04,24,False,4,5,10.04
TKT00756,2024-09-08 13:14:15,2024-09-10 12:44:51,Low,Technical,Chat,AGT009,East,Resolved,47.51,72,False,4,6,35.32
TKT00757,2024-05-01 23:40:29,2024-05-03 06:58:29,Medium,Returns,Email,AGT012,South,Resolved,31.3,24,True,1,10,2.98
TKT00758,2024-04-08 16:13:47,2024-04-09 07:13:47,Medium,Product Info,Phone,AGT007,East,Closed,15.0,24,False,4,4,8.05
TKT00759,2024-08-02 20:02:34,2024-08-12 04:51:10,Low,Technical,Phone,AGT007,East,Resolved,224.81,72,True,3,12,8.54
TKT00760,2024-09-25 18:20:43,2024-09-27 01:56:07,Medium,Shipping,Chat,AGT014,East,Resolved,31.59,24,True,2,10,1.55
TKT00761,2024-09-10 19:23:11,2024-09-11 07:27:23,Critical,Technical,Social Media,AGT013,Central,Closed,12.07,2,True,1,7,1.25
TKT00762,2024-10-19 07:55:48,2024-10-20 05:43:12,Low,Billing,Social Media,AGT006,Central,Closed,21.79,72,False,5,9,5.71
TKT00763,2024-10-09 04:20:11,2024-10-09 07:08:11,High,Account,Email,AGT009,South,Escalated,2.8,8,False,3,5,2.6
TKT00764,2024-04-17 19:27:50,2024-04-21 10:18:50,Low,Billing,Phone,AGT008,East,Resolved,86.85,72,True,3,12,63.66
TKT00765,2024-11-09 10:44:12,2024-11-10 18:25:00,Low,Technical,Phone,AGT014,South,Closed,31.68,72,False,5,5,5.68
TKT00766,2024-02-24 13:54:27,2024-02-24 18:07:39,Critical,Returns,Chat,AGT019,West,Resolved,4.22,2,True,3,5,0.49
TKT00767,2024-08-16 08:26:12,2024-08-18 01:43:36,Medium,Shipping,Social Media,AGT005,North,Resolved,41.29,24,True,1,8,4.52
TKT00768,2024-09-08 06:34:06,2024-09-08 10:30:30,High,Technical,Chat,AGT019,West,Resolved,3.94,8,False,3,4,0.37
TKT00769,2024-11-26 14:39:17,2024-11-29 01:18:53,Low,Technical,Email,AGT015,Central,Resolved,58.66,72,False,5,7,1.31
TKT00770,2024-03-08 09:02:30,2024-03-08 21:54:06,High,Product Info,Email,AGT002,North,Escalated,12.86,8,True,4,2,4.38
TKT00771,2024-04-13 05:04:09,2024-04-13 09:51:33,High,Product Info,Chat,AGT003,East,Resolved,4.79,8,False,4,3,1.24
TKT00772,2024-03-04 00:46:19,2024-03-05 07:01:19,Medium,Account,Social Media,AGT018,South,Resolved,30.25,24,True,2,4,0.67
TKT00773,2024-12-01 10:26:37,2024-12-03 08:44:37,Medium,Technical,Email,AGT012,West,Resolved,46.3,24,True,2,2,5.47
TKT00774,2024-02-09 22:25:00,2024-02-09 23:50:12,Critical,Account,Email,AGT012,North,Resolved,1.42,2,False,5,3,0.67
TKT00775,2024-03-17 10:58:46,2024-03-19 08:41:22,Low,Technical,Phone,AGT014,West,Resolved,45.71,72,False,5,5,37.08
